Name,Platform,Year_of_Release,Genre,Critic_Score,User_Score,Rating
Dragon Blade: Wrath of Fire,Wii,2007,Action,51.0,7.5,T
The Munchables,Wii,2009,Action,71.0,8.2,E
Close Combat: First to Fight,XB,2005,Shooter,69.0,7.8,T
Indiana Jones and the Emperor's Tomb,XB,2003,Action,73.0,8.6,T
Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003,Action,72.0,8.9,T
Ty the Tasmanian Tiger,XB,2002,Platform,68.0,8.5,E
Siren,PS2,2003,Adventure,72.0,7.8,M
NARC,XB,2005,Shooter,51.0,2.8,M
Amplitude,PS2,2003,Misc,86.0,8.8,T
Disgaea DS,DS,2008,Role-Playing,82.0,7.5,T
Gauntlet: Seven Sorrows,XB,2005,Role-Playing,61.0,7.8,T
AirForce Delta Storm,XB,2001,Shooter,61.0,7.1,E
Fear Effect 2: Retro Helix,PS,2001,Action,84.0,8.9,M
Call of Duty: World at War,PC,2008,Shooter,83.0,7.5,M
CSI: Fatal Conspiracy,PS3,2010,Adventure,39.0,5.6,M
Vietcong: Purple Haze,PS2,2004,Shooter,48.0,4.3,M
Call of Juarez,X360,2007,Shooter,71.0,6.9,M
Ghostbusters: The Video Game,PSP,2009,Action,54.0,4.7,E10+
Bloody Roar: Primal Fury,GC,2002,Fighting,75.0,8.5,T
MotoGP,Wii,2009,Racing,44.0,5.4,E
Mushroom Men: The Spore Wars,Wii,2008,Action,72.0,8.7,E10+
The Last Airbender,DS,2010,Action,69.0,7,E10+
Alone in the Dark,Wii,2008,Adventure,39.0,4.4,M
Six Flags Fun Park,DS,2008,Misc,34.0,7,E
Test Drive Off-Road Wide Open,XB,2001,Racing,64.0,8.3,E
Bad Boys: Miami Takedown,XB,2004,Shooter,35.0,5.9,M
Mega Man X: Command Mission,PS2,2004,Role-Playing,69.0,7.1,E
Tokyo Xtreme Racer DRIFT,PS2,2003,Racing,59.0,8.6,E
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005,Action,65.0,7.5,E10+
Cabela's Big Game Hunter 2005 Adventures,XB,2004,Sports,65.0,8.3,T
Half-Minute Hero,PSP,2009,Role-Playing,84.0,7.8,E10+
Gauntlet: Dark Legacy,GC,2002,Action,60.0,9.1,T
The Chronicles of Narnia: Prince Caspian,X360,2008,Action,56.0,7.5,T
Shadow The Hedgehog,XB,2005,Platform,49.0,5.5,E10+
World of Outlaws: Sprint Cars,X360,2010,Racing,57.0,8.1,E
Van Helsing,XB,2007,Action,63.0,7.6,T
Ben 10 Ultimate Alien: Cosmic Destruction,X360,2010,Platform,51.0,5.3,E10+
Pure Futbol,X360,2010,Sports,38.0,7.9,E
Spider-Man: Friend or Foe,PSP,2007,Action,58.0,4.4,E10+
Gun,GC,2005,Shooter,77.0,8.6,M
SoulCalibur Legends,Wii,2007,Action,52.0,5.7,T
Tiger Woods PGA Tour 2004,GBA,2003,Sports,75.0,7.5,E
FIFA Soccer 11,PC,2010,Sports,83.0,7.7,E
Borderlands,PC,2009,Shooter,81.0,7.8,M
Silent Hill 4: The Room,XB,2004,Action,76.0,8.3,M
Commandos 2: Men of Courage,PS2,2002,Strategy,67.0,6.8,T
FIFA Soccer 2002,GC,2001,Sports,81.0,8,E
Disney's Tarzan Untamed,GC,2001,Platform,61.0,7.4,E
Trinity Universe,PS3,2009,Role-Playing,62.0,7.2,T
Ball Breakers,PS,2000,Action,68.0,5.3,E
Splatterhouse,X360,2010,Action,62.0,7.6,M
EyeToy: Groove,PS2,2003,Misc,73.0,8,E
Charlie and the Chocolate Factory,GC,2005,Adventure,39.0,3.2,E
Armored Core: Last Raven,PS2,2005,Simulation,59.0,8.9,T
Burnout Legends,DS,2005,Racing,38.0,6,E
College Hoops 2K7,PS3,2007,Sports,81.0,7.1,E
K-1 World Grand Prix,PS2,2002,Sports,67.0,9,T
Juiced,XB,2005,Racing,68.0,9.1,T
Naruto Shippuden: Dragon Blade Chronicles,Wii,2009,Action,38.0,3,E10+
Sonic Riders: Zero Gravity,PS2,2008,Racing,56.0,8.3,E
UFC: Sudden Impact,PS2,2004,Fighting,54.0,7.7,T
Full Auto 2: Battlelines,PS3,2006,Racing,67.0,7.6,T
College Hoops 2K8,X360,2007,Sports,81.0,6.9,E
How to Train Your Dragon,PS3,2010,Action,51.0,7,E10+
Dynasty Warriors: Gundam 3,X360,2010,Action,65.0,7.8,T
NHL 2004,XB,2003,Sports,85.0,6.5,E
Velvet Assassin,X360,2009,Shooter,56.0,7.1,M
WWE SmackDown vs. Raw 2009,DS,2008,Fighting,58.0,7.8,T
Dead or Alive Paradise,PSP,2010,Misc,38.0,5.6,M
The Suffering: Ties That Bind,PS2,2005,Action,75.0,8,M
EyeToy: Kinetic,PS2,2005,Sports,78.0,8.3,E
Army Men: Sarge's Heroes 2,PS2,2001,Shooter,54.0,4.6,T
Winning Eleven: Pro Evolution Soccer 2007,DS,2006,Sports,63.0,7.9,E
Warriors of Might and Magic,PS2,2001,Adventure,49.0,4.5,T
Rapala Fishing Frenzy 2009,PS3,2008,Sports,31.0,4.4,E
Major League Baseball 2K9,PS3,2009,Sports,61.0,4,E
Smash Court Tennis Pro Tournament,PS2,2002,Sports,73.0,7.4,E
Race Pro,X360,2009,Racing,72.0,7,E
NBA Inside Drive 2004,XB,2003,Sports,71.0,8.2,E
Gretzky NHL 2005,PS2,2004,Sports,66.0,9.1,E
The Hobbit,GC,2003,Platform,61.0,7.3,E
Skate it,DS,2008,Sports,72.0,7.8,E
True Crime: New York City,GC,2005,Action,59.0,8.8,M
Metal Arms: Glitch in the System,XB,2003,Shooter,82.0,8.7,T
MDK2 Armageddon,PS2,2001,Shooter,80.0,8.3,T
NHL 2K9,X360,2008,Sports,69.0,6.7,E10+
Fight Night Round 2,GC,2005,Fighting,87.0,7.9,T
Disney's Atlantis: The Lost Empire,PS,2001,Platform,73.0,8.5,E
Stormrise,PS3,2009,Strategy,51.0,5.3,M
Psi-Ops: The Mindgate Conspiracy,XB,2004,Shooter,84.0,7.9,M
X-Men: The Official Game,X360,2006,Action,52.0,6.1,T
SWAT: Global Strike Team,XB,2003,Shooter,69.0,6.3,M
Goblin Commander: Unleash the Horde,PS2,2003,Strategy,68.0,8.7,T
World Destruction League: Thunder Tanks,PS2,2000,Action,65.0,5.9,T
RoadKill,PS2,2003,Action,71.0,7.9,M
Looney Tunes: Back in Action,GC,2003,Platform,64.0,5,E
The Chronicles of Narnia: Prince Caspian,PS3,2008,Action,56.0,5.6,T
Top Spin 2,X360,2006,Sports,75.0,6.8,E
Hunter: The Reckoning Redeemer,XB,2003,Action,72.0,8.6,M
Thief: Deadly Shadows,XB,2004,Action,82.0,7.3,M
NBA 09: The Inside,PSP,2008,Sports,79.0,7.4,E
Batman Begins,GBA,2005,Action,61.0,6.9,E10+
Mercury Meltdown Revolution,Wii,2007,Action,77.0,7.4,E
Let's TAP,Wii,2008,Misc,70.0,6.6,E
The Lord of the Rings: Aragorn's Quest,PS3,2010,Action,58.0,6,T
Spawn: Armageddon,XB,2003,Action,57.0,9.2,M
Bee Movie Game,X360,2007,Action,71.0,5.8,E
Professor Heinz Wolff's Gravity,Wii,2008,Puzzle,63.0,7.7,E
FaceBreaker,PS3,2008,Fighting,53.0,3.8,T
Star Wars: Battlefront II,PC,2005,Shooter,78.0,8.8,T
Gallop Racer 2001,PS2,2001,Sports,71.0,9.1,E
Hellboy: The Science of Evil,PS3,2008,Action,47.0,6.1,T
MotoGP 09/10,X360,2010,Racing,69.0,5.7,E
Catwoman,PS2,2004,Action,46.0,6.9,T
Monsters vs. Aliens,X360,2009,Action,63.0,6.6,E10+
Beat Down: Fists of Vengeance,PS2,2005,Action,48.0,8.1,M
World Destruction League: Thunder Tanks,PS,2000,Action,35.0,1.2,T
Terminator 3: The Redemption,PS2,2004,Shooter,68.0,8,T
SSX On Tour,GC,2005,Sports,80.0,7.5,E
Fairytale Fights,X360,2009,Action,51.0,6.2,M
James Bond 007: Everything or Nothing,GBA,2003,Shooter,73.0,8.3,T
Shrek Extra Large,GC,2002,Platform,36.0,5.6,T
World Tour Soccer 2006,PS2,2004,Sports,56.0,6,E
Gunvalkyrie,XB,2002,Shooter,73.0,7.3,T
State of Emergency,XB,2003,Action,67.0,6.3,M
Disney Golf,PS2,2002,Sports,72.0,8.3,E
Fuzion Frenzy 2,X360,2007,Misc,49.0,5.2,E10+
Clock Tower II: The Struggle Within,PS,1998,Adventure,49.0,5.7,M
CSI: Fatal Conspiracy,X360,2010,Adventure,42.0,4.8,M
Mega Man Network Transmission,GC,2003,Platform,65.0,7.6,E
Fairytale Fights,PS3,2009,Action,53.0,6,M
RC Revenge Pro,PS2,2000,Racing,49.0,7.6,E
G-Force,X360,2009,Action,68.0,7,E10+
Backyard Wrestling: Don't Try This at Home,XB,2003,Fighting,50.0,5,M
Gauntlet: Dark Legacy,XB,2002,Action,54.0,8.9,T
Lost Kingdoms,GC,2002,Role-Playing,72.0,8,T
Pursuit Force: Extreme Justice,PSP,2007,Action,73.0,7.6,T
Wolfenstein 3D,GBA,2002,Shooter,57.0,6,M
NHL 07,PSP,2006,Sports,76.0,6.6,E10+
Dementium: The Ward,DS,2007,Shooter,72.0,7.9,M
25 to Life,XB,2006,Shooter,41.0,7.2,M
Naval Assault: The Killing Tide,X360,2010,Simulation,40.0,4.2,T
Sega Superstars,PS2,2004,Misc,72.0,7,T
Bomberman Land,Wii,2007,Misc,57.0,8,E
Midway Arcade Treasures,GC,2003,Misc,72.0,8.2,T
Leisure Suit Larry: Magna Cum Laude,XB,2004,Adventure,62.0,6.4,M
Cubivore: Survival of the Fittest,GC,2002,Adventure,71.0,8.5,E
FlatOut,XB,2004,Racing,71.0,8.2,T
Blood Bowl,X360,2009,Sports,61.0,5.1,T
Taz Wanted,PS2,2002,Platform,65.0,8.7,E
Sid Meier's Civilization IV,PC,2005,Strategy,94.0,8.3,E10+
Zoo Keeper,DS,2004,Puzzle,74.0,7.5,E
Pursuit Force,PSP,2005,Racing,75.0,7.8,T
Star Wars: Super Bombad Racing,PS2,2001,Racing,71.0,4.9,E
Alien Resurrection,PS,2000,Shooter,61.0,7.5,M
World Tour Soccer 2005,PS2,2004,Sports,68.0,9,E
ESPN College Hoops,PS2,2003,Sports,83.0,8.5,E
Leisure Suit Larry: Box Office Bust,X360,2009,Adventure,25.0,2.5,M
Robotech: Battlecry,GC,2002,Shooter,74.0,8.4,T
Clash of the Titans,X360,2010,Action,42.0,4.1,T
Kya: Dark Lineage,PS2,2003,Adventure,69.0,8.9,T
Guilty Gear Judgment,PSP,2006,Fighting,77.0,6.6,T
NCAA Football 09 All-Play,Wii,2008,Sports,49.0,5.8,E
Hot Wheels World Race,GC,2003,Racing,59.0,7,E
Castlevania Judgment,Wii,2008,Fighting,49.0,5.9,T
Apache: Air Assault,X360,2010,Simulation,70.0,6.4,T
Crash Tag Team Racing,GC,2005,Racing,66.0,7.3,E10+
NPPL: Championship Paintball 2009,PS3,2008,Shooter,45.0,7.4,E10+
True Swing Golf,DS,2005,Sports,66.0,7.7,E
TimeSplitters: Future Perfect,XB,2005,Shooter,83.0,8.9,M
Goosebumps HorrorLand,Wii,2008,Adventure,37.0,3.5,E10+
Thrillville: Off the Rails,X360,2007,Strategy,73.0,2.8,E10+
Fatal Frame II: Crimson Butterfly,PS2,2003,Action,81.0,9.2,M
Shadow Man: 2econd Coming,PS2,2002,Adventure,68.0,7.6,M
Dynasty Warriors 4,XB,2003,Action,75.0,8.8,T
Wakeboarding Unleashed Featuring Shaun Murray,PS2,2003,Sports,83.0,9,E
The Incredibles: Rise of the Underminer,GC,2005,Action,67.0,6.6,E10+
Beowulf: The Game,PS3,2007,Action,51.0,5.2,M
Dewy's Adventure,Wii,2007,Platform,67.0,6.3,E
The BIGS,PS3,2007,Sports,77.0,7.2,E
Fracture,PS3,2008,Shooter,62.0,5.8,T
NBA Live 08,Wii,2007,Sports,52.0,7.1,E
Marble Saga: Kororinpa,Wii,2009,Puzzle,74.0,7.3,E
The King of Fighters XII,PS3,2009,Fighting,57.0,5.3,T
Dungeon Siege: Throne of Agony,PSP,2006,Role-Playing,74.0,8.1,T
Culdcept SAGA,X360,2006,Role-Playing,75.0,8.7,T
Create,PS3,2010,Action,61.0,5.2,E
Eragon,DS,2006,Action,63.0,7.6,T
TimeShift,PS3,2007,Shooter,70.0,6.3,M
Spyro: Shadow Legacy,DS,2005,Action,50.0,5.7,E
Scarface: Money. Power. Respect.,PSP,2006,Strategy,58.0,3.1,M
Blitz: The League,X360,2006,Sports,69.0,6.5,M
FlatOut 2,PS2,2006,Racing,73.0,7.5,T
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2006,Fighting,64.0,7.8,T
Heroes over Europe,PS3,2009,Simulation,62.0,7,T
F-Zero: GP Legend,GBA,2003,Racing,77.0,8.5,E
Klonoa,Wii,2008,Platform,77.0,8.6,E10+
Field Commander,PSP,2006,Strategy,77.0,7.8,T
Custom Robo Arena,DS,2006,Fighting,74.0,8.3,E10+
Shaun White Skateboarding,X360,2010,Sports,61.0,5.3,T
Trigger Man,PS2,2004,Shooter,32.0,4.8,T
Tiger Woods PGA Tour 2004,GC,2003,Sports,89.0,7.8,E
Amped 3,X360,2005,Sports,72.0,7.1,T
Innocent Life: A Futuristic Harvest Moon,PSP,2006,Simulation,67.0,7.8,E
NHL 2005,XB,2004,Sports,77.0,6.2,E
Arcana Heart,PS2,2007,Fighting,77.0,8.1,T
Battlestar Galactica,PS2,2003,Shooter,66.0,6.8,T
Time Hollow,DS,2008,Adventure,64.0,7.8,T
Tak and the Guardians of Gross,Wii,2008,Action,63.0,8,E10+
Godzilla Unleashed,Wii,2007,Fighting,44.0,7.2,E10+
Sherlock Holmes vs. Jack the Ripper,X360,2009,Adventure,62.0,6.8,T
Sniper: Ghost Warrior,PC,2010,Shooter,55.0,5.5,M
Fist of the North Star: Ken's Rage,X360,2010,Action,59.0,7.3,M
Chaotic: Shadow Warriors,X360,2009,Action,60.0,5,E10+
Driven,PS2,2001,Racing,38.0,3.4,T
"Warhammer 40,000: Fire Warrior",PS2,2003,Shooter,64.0,8.3,M
All-Pro Football 2K8,PS3,2007,Sports,73.0,7.3,E10+
Lufia: Curse of the Sinistrals,DS,2010,Role-Playing,80.0,8,E10+
MTV Music Generator 2,PS2,2001,Misc,77.0,8.5,T
Ultimate Spider-Man,DS,2005,Action,78.0,7.7,E10+
Burnout 2: Point of Impact,GC,2003,Racing,89.0,8.5,E
Paris-Dakar Rally,PS2,2001,Racing,36.0,3.9,E
Atelier Iris: Eternal Mana,PS2,2004,Role-Playing,74.0,7.7,T
Tak: The Great Juju Challenge,GC,2005,Platform,75.0,9.3,E
Knockout Kings 2003,GC,2002,Sports,78.0,6.5,T
Bomberman,PSP,2006,Puzzle,73.0,7,E
NCAA Football 2004,GC,2003,Sports,89.0,7.5,E
XGIII: Extreme G Racing,GC,2001,Racing,83.0,7.8,E
Digimon World 4,PS2,2005,Role-Playing,48.0,6.9,E
Stormrise,X360,2009,Strategy,48.0,6.8,M
The Godfather: Blackhand Edition,Wii,2007,Adventure,77.0,8.5,M
American Chopper,XB,2004,Racing,44.0,5.9,T
Kingdom Under Fire: Heroes,XB,2005,Strategy,78.0,7.5,M
The Terminator: Dawn of Fate,XB,2002,Action,53.0,5.2,T
Infected,PSP,2005,Shooter,74.0,8.3,M
Cars: Race-O-Rama,X360,2009,Racing,54.0,5.8,E
NBA Street Homecourt,PS3,2007,Sports,81.0,6.5,E
Enthusia Professional Racing,PS2,2005,Racing,70.0,7.6,E
Get On Da Mic,PS2,2004,Misc,49.0,6.3,T
Army Men: Sarge's War,GC,2004,Shooter,56.0,6.7,T
Project Sylpheed: Arc of Deception,X360,2006,Shooter,64.0,8.6,T
NHL 2K10,PS3,2009,Sports,66.0,7.1,E10+
MLB Power Pros 2008,PS2,2008,Sports,67.0,8.5,E
WordJong,DS,2007,Puzzle,77.0,7.7,E
Puzzle Quest: Galactrix,DS,2009,Puzzle,75.0,6.7,E10+
Disney's The Lion King: Simba's Mighty Adventure,PS,2000,Action,30.0,6.9,E
Samurai Warriors: Katana,Wii,2007,Action,53.0,6.8,T
NBA 09: The Inside,PS3,2008,Sports,63.0,5.1,E
Kingdom of Paradise,PSP,2005,Role-Playing,72.0,7.5,T
Naruto Shippuden: Legends: Akatsuki Rising,PSP,2009,Fighting,60.0,6.2,T
Marvel Super Hero Squad: The Infinity Gauntlet,X360,2010,Action,55.0,6.3,E10+
Bleach: Dark Souls,DS,2007,Fighting,82.0,7.9,T
Prince of Persia: The Sands of Time,GBA,2003,Action,75.0,8.8,T
Prince of Persia: The Forgotten Sands,DS,2010,Action,57.0,6.3,E10+
World Series Baseball 2K3,XB,2003,Sports,89.0,8.6,E
Serious Sam,XB,2002,Shooter,75.0,8.2,M
Bomberman,DS,2005,Puzzle,75.0,7,E
Killer7,GC,2005,Action,74.0,8.5,M
Super Monkey Ball Adventure,GC,2006,Platform,51.0,7.2,E
FIFA Soccer 2002,PS,2001,Sports,81.0,6.4,E
Street Fighter Anniversary Collection,XB,2004,Fighting,79.0,6.4,T
Shadow Ops: Red Mercury,XB,2004,Shooter,61.0,6.1,T
Indigo Prophecy,PS2,2005,Adventure,83.0,7.8,M
FIFA 06: Road to FIFA World Cup,X360,2005,Sports,62.0,6,E
Musashi: Samurai Legend,PS2,2005,Role-Playing,64.0,8.9,T
F1 2001,PS2,2001,Racing,83.0,8.3,E
Darksiders,PC,2010,Action,83.0,7.8,M
Top Gun: Combat Zones,GC,2002,Simulation,59.0,7.1,E
Fantastic Four: Rise of the Silver Surfer,PS3,2007,Action,47.0,6.2,T
All-Star Baseball 2003,GC,2002,Sports,83.0,8,E
Rocky,XB,2002,Fighting,74.0,7.3,T
Megamind: Ultimate Showdown,PS3,2010,Action,43.0,4.2,E10+
Space Invaders Extreme,DS,2008,Shooter,85.0,7.6,E
BloodRayne 2,XB,2004,Shooter,71.0,8.5,M
Jaws Unleashed,XB,2006,Action,51.0,6.2,M
Star Trek: Voyager Elite Force,PS2,2001,Shooter,52.0,6.4,T
X-Men: The Official Game,GC,2006,Action,50.0,6.3,T
187: Ride or Die,PS2,2005,Racing,52.0,6.8,M
Geist,GC,2005,Adventure,66.0,8.5,M
Street Fighter Alpha 3,GBA,2002,Fighting,83.0,7.8,T
Ridge Racer DS,DS,2004,Racing,63.0,6.7,E
High Velocity Bowling,PS3,2010,Sports,66.0,8.1,E10+
Brain Boost: Beta Wave,DS,2005,Puzzle,39.0,2.5,E
Shenmue II,DC,2001,Adventure,88.0,9.4,T
Armored Core: For Answer,X360,2008,Simulation,64.0,7.7,T
Fugitive Hunter: War on Terror,PS2,2003,Shooter,35.0,5,M
The Incredible Hulk: Ultimate Destruction,GC,2005,Action,84.0,9.1,T
Prince of Persia: The Two Thrones,GC,2005,Action,84.0,8.1,M
Blazing Angels 2: Secret Missions of WWII,PS3,2007,Simulation,70.0,7.2,T
Batman Begins,GC,2005,Action,66.0,7.2,T
Toy Story Racer,PS,2001,Racing,76.0,8.7,E
Disney's Donald Duck: Goin' Quackers,PS,2000,Platform,65.0,7,E
Ys: The Oath in Felghana,PSP,2010,Role-Playing,80.0,8.3,T
Crash: Twinsanity,XB,2004,Platform,66.0,8.7,E
Arena Football,XB,2006,Sports,65.0,8.5,E10+
Medal of Honor: Infiltrator,GBA,2003,Shooter,80.0,7.2,T
The Wizard of Oz: Beyond The Yellow Brick Road,DS,2008,Role-Playing,68.0,6,E
Super Monkey Ball Deluxe,XB,2005,Misc,81.0,8.2,E
NHL 2K10,X360,2009,Sports,69.0,7.9,E10+
Tom Clancy's Ghost Recon,GC,2003,Shooter,59.0,5.4,M
Darkstalkers Chronicle: The Chaos Tower,PSP,2004,Fighting,74.0,7.9,T
Mad Dash Racing,XB,2001,Racing,65.0,7.7,T
BMX XXX,PS2,2002,Sports,54.0,4.6,M
Boktai: The Sun is in Your Hand,GBA,2003,Role-Playing,83.0,9.6,E
Guilty Gear X2 #Reload,XB,2004,Fighting,86.0,7.6,T
Soldier of Fortune: Payback,PS3,2007,Shooter,50.0,5.4,M
MLB SlugFest 20-03,GC,2002,Sports,80.0,7.5,E
Tiger Woods PGA Tour,DS,2004,Sports,64.0,7.4,E
Grabbed by the Ghoulies,XB,2003,Action,66.0,7.3,E
Cars: Mater-National Championship,X360,2007,Racing,58.0,7.8,E
Shadow Hearts: From The New World,PS2,2005,Role-Playing,76.0,8.2,T
Rayman Raving Rabbids,DS,2007,Misc,56.0,6.1,E
L.A. Rush,XB,2005,Racing,59.0,3,T
Record of Agarest War 2,PS3,2010,Role-Playing,56.0,7.2,T
Spider-Man: Friend or Foe,Wii,2007,Action,59.0,8,E10+
Fatal Frame,PS2,2001,Action,74.0,8.9,T
Rayman 3,GBA,2003,Platform,83.0,7.8,E
Wild ARMs 4,PS2,2005,Role-Playing,69.0,7.3,T
Ratatouille,GC,2007,Action,60.0,5.6,E
G.I. Joe: The Rise of Cobra,PS2,2009,Action,50.0,2.3,T
Casper: Spirit Dimensions,PS2,2001,Platform,58.0,3.5,E
Geometry Wars: Galaxies,DS,2007,Shooter,79.0,7.9,E
Mega Man Powered Up,PSP,2006,Platform,82.0,7.5,E
Class of Heroes,PSP,2008,Role-Playing,61.0,7.1,T
Second Sight,PS2,2004,Adventure,76.0,8,T
Phantom Brave,PS2,2004,Role-Playing,81.0,7.9,T
FIFA Soccer 2005,GC,2004,Sports,78.0,8.5,E
Harvest Moon: Hero of Leaf Valley,PSP,2009,Simulation,74.0,7.9,E
Hexyz Force,PSP,2009,Role-Playing,68.0,7.3,T
Jonny Moseley Mad Trix,PS2,2001,Sports,44.0,5.7,T
MTV Music Generator 3: This Is the Remix,PS2,2004,Misc,79.0,8.6,T
Terminator 3: Rise of the Machines,XB,2003,Action,35.0,2,T
SSX On Tour,XB,2005,Sports,81.0,8.1,E
NCAA College Basketball 2K3,XB,2002,Sports,84.0,8.4,E
Victorious Boxers: Revolution,Wii,2007,Fighting,59.0,5.4,T
The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004,Role-Playing,63.0,6.9,E10+
Doom,GBA,2001,Shooter,81.0,8.5,T
PaRappa The Rapper 2,PS2,2001,Misc,67.0,6.6,E
NFL Head Coach 09,PS3,2008,Sports,64.0,7.1,E
Hitman: Blood Money,XB,2006,Action,81.0,9.1,M
PANGYA: Fantasy Golf,PSP,2009,Sports,77.0,7,E10+
Gretzky NHL 06,PSP,2005,Sports,65.0,6.8,E10+
NFL Blitz 20-03,XB,2002,Sports,72.0,7.8,E
PaRappa The Rapper,PSP,2006,Misc,67.0,5.2,E
Pirates: The Legend of Black Kat,PS2,2002,Adventure,72.0,7.9,T
Fur Fighters: Viggo's Revenge,PS2,2001,Action,64.0,7.3,T
The Da Vinci Code,PS2,2006,Action,54.0,8,T
Chicken Shoot,DS,2007,Action,19.0,3.1,E10+
Dead to Rights,GC,2002,Shooter,77.0,8.7,M
Scarface: The World is Yours,Wii,2007,Action,71.0,8.4,M
Sphinx and the Cursed Mummy,GC,2003,Action,79.0,8.8,T
Cranium Kabookii,Wii,2007,Misc,64.0,5.4,E
Destruction Derby Raw,PS,2000,Racing,69.0,7.3,E
World Tour Soccer 2003,PS2,2002,Sports,78.0,8.3,E
ArmA II,PC,2009,Shooter,77.0,7.5,M
Spyro: A Hero's Tail,XB,2004,Platform,64.0,9.1,E
Eternal Poison,PS2,2008,Role-Playing,65.0,8.2,T
Gungrave: Overdose,PS2,2004,Shooter,68.0,8.7,M
Metal Slug Anthology,Wii,2006,Shooter,73.0,8,T
The Orange Box,PC,2007,Shooter,96.0,9.3,M
Power Gig: Rise of the SixString,PS3,2010,Misc,36.0,0.5,T
Mr. Driller: Drill Spirits,DS,2004,Puzzle,70.0,8.9,E
Baldur's Gate: Dark Alliance,GC,2002,Role-Playing,79.0,7.7,T
Dream Pinball 3D,Wii,2008,Misc,54.0,7.6,E10+
Star Wars: Knights of the Old Republic,PC,2003,Role-Playing,93.0,9,T
The Operative: No One Lives Forever,PS2,2002,Shooter,67.0,8,T
Cabela's African Safari,X360,2006,Sports,53.0,5,T
Ecco the Dolphin: Defender of the Future,PS2,2002,Adventure,71.0,8.5,E
Just Cause,X360,2006,Action,73.0,7.2,M
X-Blades,X360,2009,Action,50.0,5.4,M
Godzilla: Save the Earth,XB,2004,Fighting,63.0,8.2,T
TRINITY: Souls of Zill O'll,PS3,2010,Role-Playing,55.0,6.2,T
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,2005,Platform,71.0,5.5,E10+
Enclave,XB,2002,Adventure,66.0,8.4,M
Wild ARMs XF,PSP,2007,Role-Playing,64.0,6.6,E10+
Dino Crisis 3,XB,2003,Action,51.0,4.1,M
College Hoops 2K8,PS3,2007,Sports,82.0,5.2,E
Risen,PC,2009,Role-Playing,77.0,8.1,M
Eragon,X360,2006,Action,48.0,5.7,T
Super Puzzle Fighter II Turbo,PS,1996,Puzzle,83.0,7.4,E
Blazing Angels 2: Secret Missions of WWII,X360,2007,Simulation,72.0,7.8,T
Rayman Arena,GC,2002,Racing,60.0,7.2,E
How to Train Your Dragon,X360,2010,Action,58.0,7.6,E10+
Shining Soul,GBA,2002,Role-Playing,58.0,8.5,E
Dead Rising 2,PC,2010,Action,78.0,6.3,M
Fear Factor: Unleashed,GBA,2004,Action,30.0,3,T
Heroes over Europe,X360,2009,Simulation,62.0,8.1,T
Create,X360,2010,Action,60.0,5.8,E
UEFA Euro 2004: Portugal,PS2,2004,Sports,76.0,6.4,E
Happy Feet,Wii,2006,Action,46.0,6.7,E
NBA Jam,XB,2003,Sports,68.0,9.1,E
World Tour Soccer 2002,PS2,2001,Sports,77.0,7.5,E
NBA Ballers: Chosen One,PS3,2008,Sports,54.0,6.5,E
Apex,XB,2003,Racing,74.0,9.1,E
Tomb Raider: The Prophecy,GBA,2002,Action,66.0,8.8,T
Vampire Night,PS2,2001,Shooter,65.0,8,T
Valhalla Knights: Eldar Saga,Wii,2009,Role-Playing,35.0,6.7,T
World Championship Poker 2: Featuring Howard Lederer,PSP,2005,Misc,65.0,2.8,T
Metal Slug 7,DS,2008,Shooter,70.0,7.4,T
MotoGP '06,X360,2006,Racing,80.0,7.7,E
G.I. Joe: The Rise of Cobra,DS,2009,Action,47.0,7.5,E10+
Salt Lake 2002,PS2,2002,Sports,49.0,3.5,E
Gladius,XB,2003,Strategy,79.0,8.5,T
Legends of Wrestling,XB,2002,Fighting,65.0,5.8,T
Magnetica,DS,2006,Puzzle,68.0,8.1,E
James Bond 007: Nightfire,GBA,2003,Shooter,66.0,8.1,T
Castlevania Chronicles,PS,2001,Platform,69.0,7,T
King Arthur,PS2,2004,Action,59.0,8,T
FIFA Street 2,PSP,2006,Sports,58.0,6.9,E
The Guy Game,PS2,2004,Misc,48.0,6.7,M
Blade II,XB,2002,Action,53.0,4,M
Rogue Warrior,PS3,2009,Shooter,27.0,2.8,M
Baseball Advance,GBA,2002,Sports,80.0,7.8,E
Nitrobike,Wii,2008,Racing,49.0,7.1,E10+
Retro Atari Classics,DS,2005,Misc,51.0,3.7,E
Need for Speed Underground 2,DS,2005,Racing,65.0,7,E
Ys: The Ark of Napishtim,PS2,2005,Role-Playing,72.0,8.8,T
Divinity II: The Dragon Knight Saga,X360,2010,Role-Playing,72.0,7.8,M
NHL 2K8,X360,2007,Sports,71.0,7.4,E10+
Puzzle Kingdoms,DS,2009,Puzzle,64.0,6.3,E10+
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,PS2,2008,Role-Playing,79.0,8.7,M
X-Blades,PS3,2009,Action,50.0,5.9,M
Army Men: Green Rogue,PS2,2001,Action,39.0,3.8,T
